,Unnamed: 0,Rank,Movie,Studio,Total Gross,All Theaters,Opening Total,Opening Theaters,Open Date,Close Date,Year
2203,41,46,Mona Lisa Smile,SonR,63860942.00,2714,"$11,528,498 ",2677,19-Dec,11-Mar,2003
2204,42,47,Shanghai Knights,BV,60476872.00,2755,"$19,603,630 ",2753,7-Feb,12-Jun,2003
2205,43,48,Bad Santa,Dim.,60060328.00,2540,"$12,292,952 ",2005,26-Nov,25-Mar,2003
2206,44,49,Love Actually,Uni.,59696144.00,1714,"$6,886,080 ",576,7-Nov,4-Mar,2003
2207,45,50,Gothika,WB,59694580.00,2382,"$19,288,438 ",2382,21-Nov,18-Mar,2003
2208,46,51,Open Range,BV,58331254.00,2268,"$14,047,781 ",2075,15-Aug,4-Dec,2003
2209,47,52,Once Upon a Time in Mexico,Sony,56359780.00,3289,"$23,424,118 ",3282,12-Sep,25-Dec,2003
2210,48,53,Just Married,Fox,56127162.00,2769,"$17,548,993 ",2766,10-Jan,11-May,2003
2211,49,54,Paycheck,Par.,53790451.00,2762,"$13,462,374 ",2762,25-Dec,1-Apr,2003
2212,50,55,The Recruit,BV,52802140.00,2376,"$16,302,063 ",2376,31-Jan,15-May,2003
2213,51,56,Radio,SonR,52333738.00,3074,"$13,303,724 ",3074,24-Oct,1-Feb,2003
2214,52,57,Identity,Sony,52159536.00,2733,"$16,225,263 ",2733,25-Apr,14-Aug,2003
2215,53,58,Underworld,SGem,51970690.00,2928,"$21,753,759 ",2915,19-Sep,11-Jan,2003
2216,54,59,Runaway Jury,Fox,49443628.00,2815,"$11,836,705 ",2815,17-Oct,26-Feb,2003
2217,55,60,Peter Pan,Uni.,48462608.00,2813,"$11,139,495 ",2813,25-Dec,1-Apr,2003
2218,56,61,Agent Cody Banks,MGM,47938330.00,3369,"$14,064,317 ",3369,14-Mar,31-Jul,2003
2219,57,62,The Jungle Book 2,BV,47901582.00,2815,"$11,441,733 ",2808,14-Feb,29-May,2003
2220,58,63,The Rundown,Uni.,47726342.00,3154,"$18,553,765 ",3152,26-Sep,25-Dec,2003
2221,59,64,Final Destination 2,NL,46961214.00,2834,"$16,017,141 ",2834,31-Jan,5-Jun,2003
2222,60,65,Phone Booth,Fox,46566212.00,2489,"$15,021,088 ",2481,4-Apr,31-Jul,2003
2223,61,66,28 Days Later,FoxS,45064915.00,1407,"$10,061,858 ",1260,27-Jun,30-Oct,2003
2224,62,67,Lost in Translation,Focus,44585453.00,882,"$925,087 ",23,12-Sep,25-Mar,2003
2225,63,68,Tears of the Sun,SonR,43734876.00,2973,"$17,057,213 ",2973,7-Mar,29-May,2003
2226,64,69,Under the Tuscan Sun,BV,43610723.00,1701,"$9,751,425 ",1226,26-Sep,5-Feb,2003
2227,65,70,The Lizzie McGuire Movie,BV,42734455.00,2825,"$17,338,755 ",2825,2-May,21-Aug,2003
2228,66,71,Secondhand Lions,NL,42070939.00,3038,"$12,139,832 ",3013,19-Sep,1-Jan,2003
2229,67,72,Out of Time,MGM,41088845.00,3076,"$16,185,316 ",3076,3-Oct,1-Feb,2003
2230,68,73,Rugrats Go Wild,Par.,39402572.00,3041,"$11,556,869 ",3041,13-Jun,25-Sep,2003
2231,69,74,Head of State,DW,38125247.00,2256,"$13,503,484 ",2151,28-Mar,17-Jul,2003
2232,70,75,Good Boy!,MGM,37667746.00,3225,"$13,107,022 ",3225,10-Oct,15-Jan,2003
2233,71,76,Uptown Girls,MGM,37182494.00,2495,"$11,277,367 ",2495,15-Aug,20-Nov,2003
2234,72,77,Matchstick Men,WB,36906460.00,2711,"$13,087,307 ",2711,12-Sep,4-Dec,2003
2235,73,78,National Security,Sony,36381186.00,2729,"$14,369,694 ",2729,17-Jan,22-May,2003
2236,74,79,What a Girl Wants,WB,36105433.00,2964,"$11,434,964 ",2964,4-Apr,3-Jul,2003
2237,75,80,Jeepers Creepers 2,UA,35667218.00,3124,"$15,269,324 ",3124,29-Aug,2-Jan,2003
2238,76,81,Intolerable Cruelty,Uni.,35327628.00,2570,"$12,525,075 ",2564,10-Oct,11-Jan,2003
2239,77,82,Cradle 2 the Grave,WB,34712347.00,2625,"$16,521,468 ",2625,28-Feb,15-May,2003
2240,78,83,Monster,NM,34469210.00,1093,"$86,831 ",4,24-Dec,3-Jun,2003
2241,79,84,Malibu's Most Wanted,WB,34432201.00,2503,"$12,618,159 ",2503,18-Apr,27-Jul,2003
2242,80,85,The Hunted,Par.,34244097.00,2517,"$13,482,638 ",2516,14-Mar,29-May,2003
2243,81,86,Stuck on You,Fox,33832741.00,3007,"$9,411,055 ",3003,12-Dec,18-Mar,2003
2244,82,87,Dreamcatcher,WB,33715436.00,2945,"$15,027,423 ",2945,21-Mar,29-May,2003
2245,83,88,Darkness Falls,SonR,32551396.00,2865,"$12,024,917 ",2837,24-Jan,15-May,2003
2246,84,89,Bend It Like Beckham,FoxS,32543449.00,1002,"$161,528 ",6,12-Mar,23-Oct,2003
2247,85,90,The Core,Par.,31186896.00,3019,"$12,053,131 ",3017,28-Mar,10-Jul,2003
2248,86,91,Calendar Girls,BV,31041759.00,967,"$151,393 ",24,19-Dec,15-Apr,2003
2249,87,92,Hollywood Homicide,SonR,30940691.00,2840,"$11,112,632 ",2840,13-Jun,2-Oct,2003
2250,88,93,Honey,Uni.,30308417.00,1972,"$12,856,040 ",1942,5-Dec,26-Feb,2003
2251,89,94,The Fighting Temptations,Par.,30250745.00,2026,"$11,758,372 ",2026,19-Sep,25-Dec,2003
2252,90,95,Johnny English,Uni.,28082366.00,2236,"$9,134,085 ",2236,18-Jul,25-Sep,2003
2253,91,96,The Missing,SonR,27011180.00,2756,"$10,833,633 ",2756,26-Nov,16-Feb,2003
2254,92,97,Basic,Sony,26793311.00,2876,"$11,511,960 ",2876,28-Mar,15-May,2003
2255,93,98,A Man Apart,NL,26736098.00,2495,"$11,019,224 ",2459,4-Apr,10-Jul,2003
2256,0,5,The Incredibles,BV,261441092.00,3933,"$70,467,623 ",3933,5-Nov,14-Apr,2004
2257,1,6,Harry Potter and the Prisoner of Azkaban,WB,249541069.00,3855,"$93,687,367 ",3855,4-Jun,19-Dec,2004
2258,2,7,The Day After Tomorrow,Fox,186740799.00,3444,"$68,743,584 ",3425,28-May,4-Nov,2004
2259,3,8,The Bourne Supremacy,Uni.,176241941.00,3304,"$52,521,865 ",3165,23-Jul,23-Dec,2004
2260,4,9,National Treasure,BV,173008894.00,3243,"$35,142,554 ",3017,19-Nov,2-Jun,2004
2261,5,10,The Polar Express,WB,162775358.00,3650,"$23,323,463 ",3650,10-Nov,10-Mar,2004
2262,6,11,Shark Tale,DW,160861908.00,4070,"$47,604,606 ",4016,1-Oct,6-Jan,2004
2263,7,12,"I, Robot",Fox,144801023.00,3494,"$52,179,887 ",3420,16-Jul,30-Dec,2004
2264,8,13,Troy,WB,133378256.00,3411,"$46,865,412 ",3411,14-May,30-Sep,2004
2265,9,14,Ocean's Twelve,WB,125544280.00,3290,"$39,153,380 ",3290,10-Dec,24-Mar,2004
2266,10,15,50 First Dates,Sony,120908074.00,3612,"$39,852,237 ",3591,13-Feb,8-Jul,2004
2267,11,16,Van Helsing,Uni.,120177084.00,3580,"$51,748,040 ",3575,7-May,26-Aug,2004
2268,12,17,Fahrenheit 9/11,Lions,119194771.00,2011,"$23,920,637 ",868,23-Jun,28-Oct,2004
2269,13,18,Lemony Snicket's A Series of Unfortunate Events,Par.,118634549.00,3623,"$30,061,756 ",3620,17-Dec,28-Apr,2004
2270,14,19,DodgeBall: A True Underdog Story,Fox,114326736.00,3020,"$30,070,196 ",2694,18-Jun,4-Nov,2004
2271,15,20,The Village,BV,114197520.00,3733,"$50,746,142 ",3730,30-Jul,2-Dec,2004
2272,16,21,The Grudge,Sony,110359362.00,3348,"$39,128,715 ",3245,22-Oct,30-Dec,2004
2273,17,22,The Aviator,Mira.,102610330.00,2530,"$858,021 ",40,17-Dec,2-Jun,2004
2274,18,23,Collateral,DW,101005703.00,3205,"$24,701,458 ",3188,6-Aug,25-Nov,2004
2275,19,24,Million Dollar Baby,WB,100492203.00,2375,"$179,953 ",8,15-Dec,30-Jun,2004
2276,20,25,The Princess Diaries 2: Royal Engagement,BV,95170481.00,3490,"$22,956,453 ",3472,11-Aug,23-Dec,2004
2277,21,26,Starsky and Hutch,WB,88237754.00,3185,"$28,103,367 ",3185,5-Mar,15-Jul,2004
2278,22,27,Along Came Polly,Uni.,88097164.00,3052,"$27,721,185 ",2984,16-Jan,10-Jun,2004
2279,23,28,Mean Girls,Par.,86058055.00,3054,"$24,432,195 ",2839,30-Apr,9-Sep,2004
2280,24,29,The SpongeBob SquarePants Movie,Par.,85417988.00,3307,"$32,018,216 ",3212,19-Nov,24-Mar,2004
2281,25,30,Anchorman: The Legend of Ron Burgundy,DW,85288303.00,3104,"$28,416,365 ",3091,9-Jul,7-Oct,2004
2282,26,31,Scooby-Doo 2: Monsters Unleashed,WB,84216833.00,3312,"$29,438,331 ",3312,26-Mar,26-Aug,2004
2283,27,32,The Notebook,NL,81001787.00,2323,"$13,464,745 ",2303,25-Jun,21-Nov,2004
2284,28,33,Alien Vs. Predator,Fox,80282231.00,3401,"$38,291,056 ",3395,13-Aug,2-Dec,2004
2285,29,34,Man on Fire,Fox,77911774.00,2986,"$22,751,490 ",2980,21-Apr,6-Sep,2004
2286,30,35,The Terminal,DW,77872883.00,2914,"$19,053,199 ",2811,18-Jun,9-Sep,2004
2287,31,36,Garfield: The Movie,Fox,75369589.00,3150,"$21,727,611 ",3094,11-Jun,4-Nov,2004
2288,32,37,Ray,Uni.,75331600.00,2474,"$20,039,730 ",2006,29-Oct,17-Mar,2004
2289,33,38,Ladder 49,BV,74541707.00,3261,"$22,088,204 ",3260,1-Oct,24-Feb,2004
2290,34,39,Christmas with the Kranks,SonR,73780539.00,3416,"$21,570,867 ",3393,24-Nov,13-Jan,2004
2291,35,40,Sideways,FoxS,71503593.00,1786,"$207,042 ",4,22-Oct,19-May,2004
2292,36,41,White Chicks,Sony,70831760.00,2800,"$19,676,748 ",2726,23-Jun,9-Sep,2004
2293,37,42,Hidalgo,BV,67303450.00,3065,"$18,829,435 ",3063,5-Mar,22-Jul,2004
2294,38,43,The Forgotten,SonR,67133509.00,3144,"$21,022,111 ",3104,24-Sep,21-Nov,2004
2295,39,44,Kill Bill Vol. 2,Mira.,66208183.00,3073,"$25,104,949 ",2971,16-Apr,26-Aug,2004
2296,40,45,The Manchurian Candidate,Par.,65955630.00,2867,"$20,018,620 ",2867,30-Jul,18-Nov,2004
2297,41,46,Barbershop 2: Back in Business,MGM,65111277.00,2711,"$24,241,612 ",2711,6-Feb,10-Jun,2004
2298,42,47,Miracle,BV,64378093.00,2755,"$19,377,577 ",2605,6-Feb,6-May,2004
2299,43,48,Friday Night Lights,Uni.,61255921.00,3004,"$20,269,025 ",2667,8-Oct,30-Dec,2004
2300,44,49,Hellboy,SonR,59623958.00,3043,"$23,172,440 ",3028,2-Apr,1-Jul,2004
2301,45,50,The Stepford Wives,Par.,59484742.00,3057,"$21,406,781 ",3057,11-Jun,16-Sep,2004
2302,46,51,Dawn of the Dead,Uni.,59020957.00,2748,"$26,722,575 ",2745,19-Mar,17-Jun,2004
2303,47,52,Without a Paddle,Par.,58169327.00,2756,"$13,528,946 ",2730,20-Aug,13-Jan,2004
2304,48,53,The Butterfly Effect,NL,57938693.00,2605,"$17,065,227 ",2605,23-Jan,20-May,2004
2305,49,54,Shall We Dance,Mira.,57890460.00,2542,"$11,783,467 ",1772,15-Oct,24-Feb,2004
2306,50,55,The Chronicles of Riddick,Uni.,57761012.00,2757,"$24,289,165 ",2757,11-Jun,26-Aug,2004
2307,51,56,13 Going on 30,SonR,57231747.00,3453,"$21,054,283 ",3438,23-Apr,19-Aug,2004
2308,52,57,Saw,Lions,55185045.00,2467,"$18,276,468 ",2315,29-Oct,30-Dec,2004
2309,53,58,Hero,Mira.,53710019.00,2175,"$18,004,319 ",2031,27-Aug,25-Nov,2004
2310,54,59,Blade: Trinity,NL,52411906.00,2912,"$16,061,271 ",2912,8-Dec,24-Feb,2004
2311,55,60,King Arthur,BV,51882244.00,3086,"$15,193,907 ",3086,7-Jul,14-Oct,2004
2312,56,61,Finding Neverland,Mira.,51680613.00,1411,"$220,524 ",8,12-Nov,28-Apr,2004
2313,57,62,A Cinderella Story,WB,51438175.00,2625,"$13,623,350 ",2625,16-Jul,21-Oct,2004
2314,58,63,The Phantom of the Opera,WB,51268815.00,1515,"$4,001,890 ",622,22-Dec,12-May,2004
2315,59,64,Resident Evil: Apocalypse,SGem,51201453.00,3284,"$23,036,273 ",3284,10-Sep,4-Nov,2004
2316,60,65,Home on the Range,BV,50030461.00,3058,"$13,880,771 ",3047,2-Apr,26-Aug,2004
2317,61,66,Fat Albert,Fox,48116322.00,2744,"$10,021,510 ",2674,25-Dec,7-Apr,2004
2318,62,67,Secret Window,Sony,48022900.00,3018,"$18,237,568 ",3018,12-Mar,3-Jun,2004
2319,63,68,Walking Tall,MGM,46437717.00,2836,"$15,501,114 ",2836,2-Apr,29-Jul,2004
2320,64,69,In Good Company,Uni.,45806659.00,1963,"$151,750 ",3,29-Dec,31-Mar,2004
2321,65,70,Napoleon Dynamite,FoxS,44540956.00,1027,"$116,666 ",6,11-Jun,6-Feb,2004
2322,66,71,Spanglish,Sony,42726869.00,2587,"$8,817,853 ",2438,17-Dec,3-Feb,2004
2323,67,72,Exorcist: The Beginning,WB,41821986.00,2813,"$18,054,001 ",2803,20-Aug,11-Nov,2004
2324,68,73,You Got Served,SGem,40363810.00,1943,"$16,123,105 ",1933,30-Jan,13-May,2004
2325,69,74,Bridget Jones: The Edge of Reason,Uni.,40226215.00,2473,"$8,684,055 ",530,12-Nov,20-Jan,2004
2326,70,75,Catwoman,WB,40202379.00,3117,"$16,728,411 ",3117,23-Jul,20-Oct,2004
2327,71,76,The Ladykillers,BV,39799191.00,1589,"$12,634,563 ",1583,26-Mar,15-Jul,2004
2328,72,77,Sky Captain and the World of Tomorrow,Par.,37762677.00,3170,"$15,580,278 ",3170,17-Sep,21-Dec,2004
2329,73,78,Raising Helen,BV,37486512.00,2721,"$10,985,597 ",2717,28-May,9-Sep,2004
2330,74,79,Taxi,Fox,36611066.00,3001,"$12,029,832 ",3001,6-Oct,24-Feb,2004
2331,75,80,Eternal Sunshine of the Spotless Mind,Focus,34400301.00,1357,"$8,175,198 ",1353,19-Mar,29-Jul,2004
2332,76,81,Alexander,WB,34297191.00,2445,"$13,687,087 ",2445,24-Nov,1-Feb,2004
2333,77,82,Closer,Sony,33987757.00,1098,"$7,707,972 ",476,3-Dec,13-Feb,2004
2334,78,83,The Punisher,Lions,33810189.00,2649,"$13,834,527 ",2649,16-Apr,22-Jul,2004
2335,79,84,Team America: World Police,Par.,32786074.00,2620,"$12,120,358 ",2539,15-Oct,13-Jan,2004
2336,80,85,Taking Lives,WB,32682342.00,2705,"$11,458,465 ",2705,19-Mar,31-May,2004
2337,81,86,Anacondas: The Hunt for the Blood Orchid,SGem,32238923.00,2905,"$12,812,287 ",2905,27-Aug,25-Nov,2004
2338,82,87,Cellular,NL,32003620.00,2763,"$10,100,571 ",2749,10-Sep,12-Dec,2004
2339,83,88,Johnson Family Vacation,FoxS,31203964.00,1326,"$9,375,307 ",1317,7-Apr,9-Sep,2004
2340,84,89,Open Water,Lions,30610863.00,2709,"$1,100,943 ",47,6-Aug,7-Oct,2004
2341,85,90,Confessions of a Teenage Drama Queen,BV,29331068.00,2503,"$9,350,572 ",2503,20-Feb,20-May,2004
2342,86,91,After the Sunset,NL,28331233.00,2819,"$11,100,392 ",2819,12-Nov,3-Feb,2004
2343,87,92,The Prince and Me,Par.,28176497.00,2711,"$9,406,378 ",2682,2-Apr,24-Jun,2004
2344,88,93,Garden State,FoxS,26782316.00,813,"$201,115 ",9,28-Jul,27-Jan,2004
2345,89,94,Jersey Girl,Mira.,25268157.00,1821,"$8,319,171 ",1520,26-Mar,1-Jul,2004
2346,90,95,Twisted,Par.,25198598.00,2704,"$8,904,299 ",2703,27-Feb,27-May,2004
2347,91,96,The Life Aquatic with Steve Zissou,BV,24020403.00,1105,"$113,085 ",2,10-Dec,3-Mar,2004
2348,92,97,Around the World in 80 Days,BV,24008137.00,2801,"$7,576,132 ",2801,16-Jun,16-Sep,2004
2349,93,98,Agent Cody Banks 2: Destination London,MGM,23630159.00,2973,"$8,014,005 ",2973,12-Mar,20-May,2004
2350,0,5,King Kong,Uni.,218080025.00,3627,"$50,130,145 ",3568,14-Dec,6-Apr,2005
2351,1,6,Wedding Crashers,NL,209255921.00,3131,"$33,900,720 ",2925,15-Jul,31-Dec,2005
2352,2,7,Charlie and the Chocolate Factory,WB,206459076.00,3790,"$56,178,450 ",3770,15-Jul,8-Dec,2005
2353,3,8,Batman Begins,WB,205343774.00,3858,"$48,745,440 ",3858,15-Jun,30-Oct,2005
2354,4,9,Madagascar,DW,193595521.00,4142,"$47,224,594 ",4131,27-May,13-Oct,2005
2355,5,10,Mr. & Mrs. Smith,Fox,186336279.00,3451,"$50,342,878 ",3424,10-Jun,15-Dec,2005
2356,6,11,Hitch,Sony,179495555.00,3575,"$43,142,214 ",3575,11-Feb,21-Jul,2005
2357,7,12,The Longest Yard,Par.,158119460.00,3654,"$47,606,480 ",3634,27-May,6-Oct,2005
2358,8,13,Fantastic Four (2005),Fox,154696080.00,3619,"$56,061,504 ",3602,8-Jul,29-Dec,2005
2359,9,14,Chicken Little,BV,135386665.00,3658,"$40,049,778 ",3654,4-Nov,13-Apr,2005
2360,10,15,Robots,Fox,128200012.00,3776,"$36,045,301 ",3776,11-Mar,5-Sep,2005
2361,11,16,Walk the Line,Fox,119519402.00,3160,"$22,347,341 ",2961,18-Nov,4-May,2005
2362,12,17,The Pacifier,BV,113086868.00,3181,"$30,552,694 ",3131,4-Mar,14-Jul,2005
2363,13,18,Fun with Dick and Jane,Sony,110332737.00,3239,"$14,383,515 ",3056,21-Dec,26-Feb,2005
2364,14,19,The 40-Year-Old Virgin,Uni.,109449237.00,3006,"$21,422,815 ",2845,19-Aug,15-Dec,2005
2365,15,20,Flightplan,BV,89707299.00,3424,"$24,629,938 ",3424,23-Sep,9-Mar,2005
2366,16,21,Saw II,Lions,87039965.00,2949,"$31,725,652 ",2949,28-Oct,5-Jan,2005
2367,17,22,Brokeback Mountain,Focus,83043761.00,2089,"$547,425 ",5,9-Dec,20-Apr,2005
2368,18,23,Monster-in-Law,NL,82931301.00,3424,"$23,105,133 ",3424,13-May,5-Sep,2005
2369,19,24,Are We There Yet?,SonR,82674398.00,2810,"$18,575,214 ",2709,21-Jan,16-Jun,2005
2370,20,25,Cheaper by the Dozen 2,Fox,82571173.00,3211,"$9,309,387 ",3175,21-Dec,4-May,2005
2371,21,26,The Dukes of Hazzard,WB,80270227.00,3785,"$30,675,314 ",3785,5-Aug,30-Oct,2005
2372,22,27,March of the Penguins,WIP,77437223.00,2506,"$137,492 ",4,24-Jun,1-Dec,2005
2373,23,28,The Ring Two,DW,76231249.00,3341,"$35,065,237 ",3332,18-Mar,16-Jun,2005
2374,24,29,Constantine,WB,75976178.00,3006,"$29,769,098 ",3006,18-Feb,16-Jun,2005
2375,25,30,The Exorcism of Emily Rose,SGem,75072454.00,3045,"$30,054,300 ",2981,9-Sep,6-Nov,2005
2376,26,31,Four Brothers,Par.,74494381.00,2649,"$21,176,925 ",2533,12-Aug,22-Nov,2005
2377,27,32,Sin City,Dim.,74103820.00,3230,"$29,120,273 ",3230,1-Apr,11-Aug,2005
2378,28,33,The Interpreter,Uni.,72708161.00,2814,"$22,822,455 ",2758,22-Apr,28-Jul,2005
2379,29,34,Guess Who,Sony,68915888.00,3147,"$20,671,446 ",3147,25-Mar,30-Jun,2005
2380,30,35,Sahara,Par.,68671925.00,3200,"$18,068,372 ",3154,8-Apr,4-Aug,2005
2381,31,36,Coach Carter,Par.,67264877.00,2574,"$24,182,961 ",2524,14-Jan,5-May,2005
2382,32,37,Herbie: Fully Loaded,BV,66023816.00,3521,"$12,709,221 ",3521,22-Jun,13-Oct,2005
2383,33,38,The Amityville Horror (2005),MGM,65233369.00,3323,"$23,507,007 ",3323,15-Apr,16-Jun,2005
2384,34,39,Sky High,BV,63946815.00,2912,"$14,631,784 ",2905,29-Jul,1-Dec,2005
2385,35,40,Bewitched,Sony,63313159.00,3188,"$20,131,130 ",3174,24-Jun,21-Aug,2005
2386,36,41,Jarhead,Uni.,62658220.00,2448,"$27,726,210 ",2411,4-Nov,19-Jan,2005
2387,37,42,Cinderella Man,Uni.,61649911.00,2820,"$18,320,205 ",2812,3-Jun,8-Dec,2005
2388,38,43,The Family Stone,Fox,60062868.00,2469,"$12,521,027 ",2466,16-Dec,30-Mar,2005
2389,39,44,Red Eye,DW,57891803.00,3134,"$16,167,662 ",3079,19-Aug,13-Oct,2005
2390,40,45,Memoirs of a Geisha,Sony,57490508.00,1654,"$682,504 ",8,9-Dec,12-Mar,2005
2391,41,46,White Noise,Uni.,56386759.00,2279,"$24,113,565 ",2261,7-Jan,31-Mar,2005
2392,42,47,Wallace and Gromit: The Curse of the Were-Rabbit,DW,56110897.00,3656,"$16,025,987 ",3645,5-Oct,5-Jan,2005
2393,43,48,Be Cool,MGM,56046979.00,3216,"$23,450,212 ",3216,4-Mar,19-May,2005
2394,44,49,Crash,Lions,54580300.00,1905,"$9,107,071 ",1864,6-May,6-Apr,2005
2395,45,50,"Yours, Mine and Ours",Par.,53412862.00,3210,"$17,461,108 ",3206,23-Nov,16-Feb,2005
2396,46,51,Tim Burton's Corpse Bride,WB,53359111.00,3204,"$388,166 ",5,16-Sep,22-Dec,2005
2397,47,52,Kicking and Screaming,Uni.,52842724.00,3470,"$20,159,925 ",3455,13-May,4-Aug,2005
2398,48,53,Hoodwinked,Wein.,51386611.00,3020,"$12,401,900 ",2394,16-Dec,11-May,2005
2399,49,54,Hide and Seek,Fox,51100486.00,3005,"$21,959,233 ",3005,28-Jan,5-May,2005
2400,50,55,The Hitchhiker's Guide to the Galaxy,BV,51085416.00,3133,"$21,103,203 ",3133,29-Apr,21-Jul,2005
2401,51,56,Syriana,WB,50824620.00,1775,"$374,502 ",5,23-Nov,20-Apr,2005
2402,52,57,Tyler Perry's Diary of a Mad Black Woman,Lions,50633099.00,1703,"$21,905,089 ",1483,25-Feb,19-May,2005
2403,53,58,Racing Stripes,WB,49772522.00,3185,"$13,920,052 ",3185,14-Jan,12-May,2005
2404,54,59,Miss Congeniality 2: Armed and Fabulous,WB,48478006.00,3233,"$14,043,215 ",3233,24-Mar,7-Jul,2005
2405,55,60,Just Like Heaven,DW,48318130.00,3543,"$16,408,718 ",3508,16-Sep,1-Dec,2005
2406,56,61,The Skeleton Key,Uni.,47907715.00,2784,"$16,057,945 ",2771,12-Aug,27-Oct,2005
2407,57,62,Munich,Uni.,47403685.00,1498,"$4,152,260 ",532,23-Dec,30-Mar,2005
2408,58,63,Kingdom of Heaven,Fox,47398413.00,3219,"$19,635,996 ",3216,6-May,1-Sep,2005
2409,59,64,Boogeyman,SGem,46752382.00,3052,"$19,020,655 ",3052,4-Feb,31-Mar,2005
2410,60,65,The Legend of Zorro,Sony,46464023.00,3520,"$16,328,506 ",3520,28-Oct,2-Jan,2005
2411,61,66,Must Love Dogs,WB,43894863.00,2505,"$12,855,321 ",2505,29-Jul,30-Oct,2005
2412,62,67,Transporter 2,Fox,43095856.00,3320,"$16,540,720 ",3303,2-Sep,29-Dec,2005
2413,63,68,Rumor Has It,WB,43000262.00,2815,"$3,473,155 ",2815,25-Dec,9-Mar,2005
2414,64,69,Fever Pitch,Fox,42071069.00,3275,"$12,400,125 ",3267,8-Apr,7-Aug,2005
2415,65,70,The Adventures of Sharkboy and Lavagirl in 3D,Dim.,39177684.00,2655,"$12,582,088 ",2655,10-Jun,20-Oct,2005
2416,66,71,The Sisterhood of the Traveling Pants,WB,39053061.00,2583,"$9,833,340 ",2583,1-Jun,15-Sep,2005
2417,67,72,Pride and Prejudice,Focus,38405088.00,1335,"$2,865,017 ",215,11-Nov,2-Mar,2005
2418,68,73,The Brothers Grimm,Dim.,37916267.00,3098,"$15,092,079 ",3087,26-Aug,20-Oct,2005
2419,69,74,Beauty Shop,MGM,36351350.00,2659,"$12,801,465 ",2659,30-Mar,19-May,2005
2420,70,75,Derailed,Wein.,36024076.00,2447,"$12,211,986 ",2443,11-Nov,16-Feb,2005
2421,71,76,The Island,DW,35818913.00,3138,"$12,409,070 ",3122,22-Jul,8-Sep,2005
2422,72,77,The Ringer,FoxS,35428675.00,1853,"$5,158,795 ",1829,23-Dec,30-Mar,2005
2423,73,78,Hostage,Mira.,34639939.00,2183,"$10,214,734 ",2123,11-Mar,23-Jun,2005
2424,74,79,Magnificent Desolation (IMAX),Imax,34137524.00,82,"$479,587 ",80,23-Sep,16-Aug,2005
2425,75,80,The Constant Gardener,Focus,33579797.00,1387,"$8,673,803 ",1346,31-Aug,1-Dec,2005
2426,76,81,In Her Shoes,Fox,32880591.00,2840,"$10,017,575 ",2808,7-Oct,29-Jan,2005
2427,77,82,Bad News Bears,Par.,32868349.00,3183,"$11,382,472 ",3183,22-Jul,29-Sep,2005
