,Unnamed: 0,Rank,Movie,Studio,Total Gross,All Theaters,Opening Total,Opening Theaters,Open Date,Close Date,Year
9259,4,309,Talk of Angels,Mira.,18281.00,2,"$6,876 ",2,30-Oct,0,1998
9260,5,310,The Leading Man,N.Arts,18012.00,3,"$2,483 ",2,6-Mar,0,1998
9261,6,311,Dear Jesse,Cow.,17744.00,3,"$1,508 ",1,26-Jun,0,1998
9262,7,312,"Comrades, Almost a Love Story",Rim,17676.00,1,"$8,510 ",1,20-Feb,0,1998
9263,8,313,Ten Benny,AL,15843.00,,,,13-Nov,0,1998
9264,9,314,Esmeralda Comes by Night,FL,15671.00,,,,18-Sep,0,1998
9265,10,315,Full-Tilt Boogie,Mira.,15313.00,6,"$9,895 ",6,31-Jul,0,1998
9266,11,316,The Break,Castle,14760.00,1,"$5,975 ",1,20-Feb,0,1998
9267,12,317,Hard Core Logo,Cow.,14540.00,2,"$3,864 ",2,13-Nov,0,1998
9268,13,318,Savior,Lions,14328.00,4,"$3,898 ",2,20-Nov,0,1998
9269,14,319,Little Boy Blue,Castle,12958.00,,,,29-May,0,1998
9270,15,320,Hit Me,Castle,12500.00,3,"$3,348 ",1,2-Oct,0,1998
9271,16,321,Storefront Hitchcock,Mira.,12355.00,1,"$1,803 ",1,20-Nov,0,1998
9272,17,322,True Friends,2Gen,12231.00,,,,30-Jan,0,1998
9273,18,323,The Last Broadcast,Wvl.,12097.00,,,,23-Oct,0,1998
9274,19,324,Stolen Moments,FRun,9743.00,1,"$3,636 ",1,10-Apr,0,1998
9275,20,325,Out of the Past (1998),Zeit.,9078.00,1,"$1,671 ",1,31-Jul,0,1998
9276,21,326,Hi-Life,Lions,9066.00,1,"$3,773 ",1,4-Dec,0,1998
9277,22,327,Ill Gotten Gains,Spat,8329.00,8,"$4,401 ",8,18-Sep,0,1998
9278,23,328,The Last of the High Kings,Mira.,7682.00,3,"$5,569 ",3,10-Apr,0,1998
9279,24,329,The Jew in the Lotus,Blin,6940.00,,,,3-Sep,0,1998
9280,25,330,Blood of His Own,Toz.,6792.00,,,,31-Jul,0,1998
9281,26,331,Reach the Rock,Gram.,4960.00,3,"$3,317 ",3,16-Oct,0,1998
9282,27,332,The Other Side of Sunday,First,4769.00,1,"$2,621 ",1,1-May,0,1998
9283,28,333,Eden (1998),Leg.,4210.00,1,"$1,564 ",1,27-Mar,0,1998
9284,29,334,Detroit 9000 (Re-issue),Roll.,3179.00,2,"$2,054 ",2,9-Oct,0,1998
9285,0,305,Six Ways to Sunday,Strat.,54751.00,6,"$9,521 ",1,5-Mar,0,1999
9286,1,306,The Grandfather,Mira.,54468.00,12,"$12,726 ",2,8-Oct,0,1999
9287,2,307,Southie,Lions,52819.00,2,"$16,860 ",2,28-May,0,1999
9288,3,308,Sirf Tum,Eros,50785.00,14,"$50,785 ",14,11-Jun,0,1999
9289,4,309,Following,Zeit.,48482.00,2,"$3,668 ",1,2-Apr,0,1999
9290,5,310,International Khiladi,Eros,47238.00,15,"$47,238 ",15,26-Mar,0,1999
9291,6,311,On the Ropes,Wells,46737.00,5,"$7,431 ",1,18-Aug,0,1999
9292,7,312,Get Bruce!,Mira.,44337.00,4,"$19,736 ",4,17-Sep,0,1999
9293,8,313,Regret to Inform,AL,44204.00,3,"$6,294 ",1,25-Jun,0,1999
9294,9,314,Miss Julie,UA,43941.00,,,,10-Dec,0,1999
9295,10,315,Dahek,Eros,41284.00,18,"$41,284 ",18,17-Dec,0,1999
9296,11,316,B. Monkey,Mira.,39371.00,5,"$17,436 ",5,10-Sep,0,1999
9297,12,317,Whiteboyz,FoxS,38738.00,17,"$23,149 ",17,10-Sep,0,1999
9298,13,318,Man of the Century,FL,34857.00,10,"$7,724 ",2,29-Oct,0,1999
9299,14,319,Friends and Lovers,Lions,33543.00,53,"$33,543 ",53,16-Apr,0,1999
9300,15,320,Beyond the Clouds,Sce.,31738.00,4,"$12,596 ",4,1-Dec,0,1999
9301,16,321,Free Enterprise,Reg.,30229.00,9,"$13,086 ",9,4-Jun,0,1999
9302,17,322,The Lovers on the Bridge,Mira.,29679.00,2,"$21,482 ",2,2-Jul,0,1999
9303,18,323,Beyond Beautiful,Cow.,29480.00,2,"$29,480 ",2,8-Jan,0,1999
9304,19,324,Best Laid Plans,FoxS,27816.00,5,"$14,872 ",5,10-Sep,0,1999
9305,20,325,Finding North,Cow.,27466.00,3,"$5,952 ",1,4-Jun,0,1999
9306,21,326,The Joyriders,Prov.,26999.00,26,"$26,999 ",26,16-Apr,0,1999
9307,22,327,Metroland,Lions,26682.00,12,"$26,682 ",12,9-Apr,0,1999
9308,23,328,All the Little Animals,Lions,26558.00,10,,,3-Sep,0,1999
9309,24,329,The Monster (Re-issue),Lions,22819.00,1,"$5,793 ",1,2-Apr,0,1999
9310,25,330,Frogs for Snakes,Art.,21589.00,29,"$12,191 ",29,21-May,0,1999
9311,26,331,New Rose Hotel,Lions,21521.00,2,"$5,147 ",1,1-Oct,0,1999
9312,27,332,Clubland (1999),Leg.,18529.00,60,"$12,598 ",60,16-Apr,0,1999
9313,28,333,Molly,MGM,17650.00,12,"$9,683 ",12,22-Oct,0,1999
9314,29,334,Mighty Peking Man (Re-issue),Cow.,17368.00,14,"$4,873 ",13,23-Apr,0,1999
9315,30,335,2by4,Strand,17162.00,1,"$8,163 ",1,26-Nov,0,1999
9316,31,336,Spanish Fly,Mira.,15503.00,,,,1-Dec,0,1999
9317,32,337,The Apple,NYer,15207.00,4,"$15,207 ",4,19-Feb,0,1999
9318,33,338,"Blood, Guts, Bullets & Octane",Lions,15035.00,7,"$7,560 ",7,9-Apr,0,1999
9319,34,339,Dry Cleaning,Strand,14919.00,1,"$14,919 ",1,5-Feb,0,1999
9320,35,340,La Cucaracha,Wht.,14692.00,11,"$14,692 ",11,23-Apr,0,1999
9321,36,341,I'm Losing You,Strand,13996.00,2,"$7,027 ",2,16-Jul,0,1999
9322,37,342,The Winners,First,13066.00,1,"$4,293 ",1,20-Jan,0,1999
9323,38,343,Dial 'M' for Murder (Re-issue),WB,12562.00,1,"$12,562 ",1,9-Apr,0,1999
9324,39,344,Dreaming of Joseph Lees,FoxS,12044.00,2,"$7,680 ",2,29-Oct,0,1999
9325,40,345,Hell's Kitchen,Cow.,11710.00,2,"$4,332 ",2,3-Dec,0,1999
9326,41,346,Tour Truffaut,Wins.,11206.00,1,"$11,206 ",1,23-Apr,0,1999
9327,42,348,The Surburbans,Sony,11130.00,11,,,29-Oct,0,1999
9328,43,347,The Suburbans,Sony,11130.00,11,"$5,797 ",11,29-Oct,0,1999
9329,44,349,The Taxman,Pha.,9871.00,2,,,17-Sep,0,1999
9330,45,350,The Book of Life,Wells,9740.00,1,"$2,814 ",1,19-Mar,0,1999
9331,46,351,Eight Days a Week,Leg.,9090.00,9,"$9,090 ",9,26-Feb,0,1999
9332,47,352,Tequila Body Shots,Hrtl,9037.00,,,,7-May,0,1999
9333,48,353,Sparkler,Strand,7326.00,1,"$1,370 ",1,19-Mar,0,1999
9334,49,354,I Stand Alone,Strand,6955.00,1,"$6,955 ",1,19-Mar,0,1999
9335,50,355,Speaking in Strings,7Art,6859.00,2,"$1,519 ",1,10-Sep,0,1999
9336,51,356,Let It Come Down: The Life of Paul Bowles,Zeit.,5869.00,1,"$5,869 ",1,30-Apr,0,1999
9337,52,357,Devil's Island,Live,5814.00,1,"$5,814 ",1,12-Mar,0,1999
9338,53,358,Knockin' on Heaven's Door,Pha.,5710.00,2,"$1,731 ",1,20-Aug,0,1999
9339,54,359,Leila,FRun,5294.00,1,"$5,294 ",1,14-May,0,1999
9340,55,360,My Dinner with Andre (Re-issue),Wins.,5073.00,1,"$5,073 ",1,14-May,0,1999
9341,56,361,No,NYer,4868.00,2,"$4,868 ",2,23-Apr,0,1999
9342,57,362,The Empty Mirror,Lions,4688.00,4,"$4,688 ",4,7-May,0,1999
9343,58,363,Jeanne and the Perfect Guy,Strand,4417.00,1,"$4,417 ",1,16-Apr,0,1999
9344,59,364,"A Cool, Dry Place",Fox,4390.00,2,"$2,706 ",2,29-Jan,0,1999
9345,60,365,The Underground Orchestra,First,4315.00,1,"$4,315 ",1,2-Apr,0,1999
9346,61,366,A Girl Called Rosemarie,Castle,3744.00,,,,15-Oct,0,1999
9347,62,367,Fever Pitch (1999),Pha.,3736.00,1,"$2,093 ",1,15-Oct,0,1999
9348,63,368,Suits,Tau,3676.00,2,,,24-Sep,0,1999
9349,64,369,Strawberry Fields,Pha.,3347.00,2,"$3,347 ",2,4-Jun,0,1999
9350,65,370,Iris Blond,Mira.,3303.00,1,"$3,303 ",1,14-May,0,1999
9351,66,371,Do You Wanna Dance?,Ell.,3210.00,1,"$1,723 ",1,16-Apr,0,1999
9352,67,372,The Boys,Strat.,3146.00,,,,15-Oct,0,1999
9353,68,373,Oxygen,Una.,3088.00,,,,5-Nov,0,1999
9354,69,374,Beautopia,Wells,2870.00,1,"$1,219 ",1,5-Mar,0,1999
9355,70,375,Heaven,Mira.,2838.00,1,"$1,983 ",1,30-Apr,0,1999
9356,71,376,Telling You,,2735.00,1,,,12-Mar,0,1999
9357,72,377,The Rook,Att.,2264.00,,,,19-Mar,0,1999
9358,73,378,The Velocity of Gary,NxtM,2143.00,1,"$1,242 ",1,30-Apr,0,1999
9359,74,379,I Want You,Gram.,1672.00,1,"$1,242 ",1,4-Jun,0,1999
9360,75,380,The Pusher,FRun,1656.00,1,"$1,656 ",1,7-May,0,1999
9361,76,381,Sticky Fingers in Time,Strand,1610.00,1,"$1,610 ",1,8-Jan,0,1999
9362,77,382,Summerspell,Marg.,984.00,,,,2-Jul,0,1999
9363,78,383,Underground Comedy Movie,Pha.,856.00,1,$856 ,1,14-May,0,1999
9364,0,305,Le gout des autres,Sev.,111234.00,12,"$41,577 ",12,15-Sep,0,2000
9365,1,306,Human Traffic,Mira.,104257.00,22,"$26,160 ",22,5-May,0,2000
9366,2,307,Khauff,Eros,100975.00,14,"$53,288 ",14,3-Mar,0,2000
9367,3,308,Paragraph 175,NYer,96630.00,2,"$25,007 ",2,13-Sep,0,2000
9368,4,309,Such a Long Journey,Sony,92569.00,19,"$52,466 ",16,24-Mar,0,2000
9369,5,310,Khi Pyar Na Ho Jaye,Eros,87000.00,30,"$87,000 ",30,17-Nov,0,2000
9370,6,311,"Live Nude Girls, Unite!",FRun,84706.00,,,,6-Oct,0,2000
9371,7,312,Better Living Through Circuitry,7Art,82378.00,8,"$24,970 ",4,26-May,0,2000
9372,8,313,The Big Blue (Director's Cut),IDP,80882.00,5,"$14,234 ",5,14-Jul,0,2000
9373,9,314,Blue Moon,Castle,76544.00,14,"$9,230 ",3,3-Nov,0,2000
9374,10,315,Steal This Movie,Lions,76424.00,,,,18-Aug,0,2000
9375,11,316,Hum to Mohabbt Karega,Eros,75446.00,1,"$75,446 ",1,26-May,0,2000
9376,12,317,Restaurant,PEC,75232.00,24,"$11,750 ",24,28-Jan,0,2000
9377,13,318,An Everlasting Piece,DW,75228.00,8,"$9,128 ",8,22-Dec,0,2000
9378,14,319,Set Me Free,AL,74052.00,1,"$4,905 ",1,14-Apr,0,2000
9379,15,320,Loving Jezebel,Focus,72190.00,74,"$43,775 ",74,27-Oct,0,2000
9380,16,321,Boricua's Bond,USA,71046.00,24,"$54,289 ",24,23-Jun,0,2000
9381,17,322,Titanic Town,Shoot.,65793.00,16,"$34,785 ",16,1-Sep,0,2000
9382,18,323,Mad About Mambo,USA,65283.00,51,"$32,432 ",51,4-Aug,0,2000
9383,19,324,All About Eve (re-issue),FoxS,63463.00,1,"$10,177 ",1,6-Oct,0,2000
9384,20,325,Judy Berlin,Shoot.,61236.00,19,"$61,236 ",19,25-Feb,0,2000
9385,21,326,Promenons-nous dans les bois,Pha.,56119.00,29,"$56,119 ",29,29-Sep,0,2000
9386,22,327,Once in the Life,Lions,54780.00,15,"$28,358 ",15,27-Oct,0,2000
9387,23,328,Orphans,Shoot.,54754.00,19,"$16,098 ",19,10-Mar,0,2000
9388,24,329,Jungle,Eros,54125.00,19,"$54,125 ",19,14-Jul,0,2000
9389,25,330,Vatel,Mira.,51080.00,2,"$16,032 ",2,25-Dec,0,2000
9390,26,331,Long Night's Journey Into Day,7Art,50715.00,3,"$6,027 ",1,29-Mar,0,2000
9391,27,332,The Fantasticks,MGM,49666.00,6,"$24,176 ",6,22-Sep,0,2000
9392,28,333,Way Down Town,Ode.,48333.00,4,"$21,489 ",3,24-Nov,0,2000
9393,29,334,Dha Dkan,Eros,45380.00,16,"$45,380 ",16,11-Aug,0,2000
9394,30,335,Karobaar,Eros,45200.00,22,"$45,200 ",22,15-Sep,0,2000
9395,31,336,Animal Factory,Silv.,43805.00,3,"$5,746 ",1,20-Oct,0,2000
9396,32,337,Hadh Kar Di Aapne,Eros,42914.00,12,"$42,914 ",12,14-Apr,0,2000
9397,33,338,Shikari,Eros,40712.00,20,"$40,712 ",20,6-Oct,0,2000
9398,34,339,Committed,Mira.,40361.00,13,"$11,452 ",6,28-Apr,0,2000
9399,35,340,Shadow Hours,CanW,38181.00,7,"$14,392 ",7,14-Jul,0,2000
9400,36,341,Benjamin Smoke,Cow.,37111.00,2,"$6,183 ",1,21-Jul,0,2000
9401,37,342,Kurukshetra,Eros,36890.00,18,"$36,890 ",18,10-Nov,0,2000
9402,38,343,Boesman and Lena,Kino,32625.00,8,,,3-Nov,0,2000
9403,39,344,The Weekend,Strand,32050.00,4,"$16,266 ",4,22-Nov,0,2000
9404,40,345,Bootmen,FoxS,31288.00,11,,,6-Oct,0,2000
9405,41,346,The Boondock Saints,Indic.,30471.00,5,"$19,930 ",5,21-Jan,0,2000
9406,42,347,Praise,Strand,29874.00,2,"$6,315 ",1,30-Jun,0,2000
9407,43,348,Sinbad: Beyond Veil of Mists,Pha.,29245.00,9,"$6,429 ",5,28-Jan,0,2000
9408,44,349,Southpaw: The Francis Barrett Story,Shoot.,28365.00,19,"$21,381 ",19,7-Apr,0,2000
9409,45,350,Khiladi 420,Eros,26731.00,12,"$15,098 ",12,29-Dec,0,2000
9410,46,351,The Wisdom of Crocodiles,Mira.,25648.00,1,"$10,281 ",1,14-Jul,0,2000
9411,47,352,A Room for Romeo Brass,USA,19478.00,4,"$6,713 ",3,27-Oct,0,2000
9412,48,353,Restless,Arro.,18154.00,,,,3-Nov,0,2000
9413,49,354,Circus,Sony,14693.00,8,"$8,406 ",8,15-Sep,0,2000
9414,50,355,The Times of Harvey Milk (re-issue),NYer,13801.00,1,"$2,213 ",1,15-Sep,0,2000
9415,51,356,Soft Fruit,FoxS,13654.00,1,,,17-Mar,0,2000
9416,52,357,Looking for an Echo,Reg.,13465.00,7,"$8,000 ",7,10-Nov,0,2000
9417,53,358,The Specials,Reg.,13276.00,2,,,22-Sep,0,2000
9418,54,359,Buddy Boy,FL,12597.00,3,"$3,651 ",2,24-Mar,0,2000
9419,55,360,Stardom,Lions,10886.00,10,,,27-Oct,0,2000
9420,56,361,It's the Rage,Silv.,9730.00,2,"$4,718 ",2,7-Jul,0,2000
9421,57,362,Anatomy,Sony,9660.00,8,"$5,725 ",8,8-Sep,0,2000
9422,58,363,Claire Dolan,NYer,9480.00,,,,25-Feb,0,2000
9423,59,364,The Prince of Central Park,Key.,7838.00,4,"$5,810 ",4,22-Sep,0,2000
9424,60,365,Gendernauts,FRun,7358.00,,,,4-Feb,0,2000
9425,61,366,A Piece of Eden,FAc,7296.00,,,,15-Sep,0,2000
9426,62,367,All I Wanna Do,Red.,5838.00,1,"$3,799 ",1,24-Mar,0,2000
9427,63,368,Coming Soon,Una.,5453.00,1,"$3,742 ",1,12-May,0,2000
9428,64,369,Brown's Requiem,,4287.00,2,"$3,077 ",2,25-Feb,0,2000
9429,65,370,Stella Does Tricks,Strand,4224.00,1,"$2,361 ",1,28-Jan,0,2000
9430,66,371,"Blood, Friends and Money",VFM,3930.00,,,,15-Sep,0,2000
9431,67,372,The Boys in the Band (re-issue),HoC,2695.00,,,,30-Jun,0,2000
9432,0,305,Eureka,Shoot.,49388.00,,,,4-May,0,2001
9433,1,306,The Amati Girls,Prov.,49136.00,97,"$33,902 ",97,19-Jan,0,2001
9434,2,307,Thomas in Love,IFC,44256.00,5,"$13,853 ",5,3-Aug,0,2001
9435,3,308,Le cercle,Wins.,43918.00,3,"$23,002 ",3,4-Mar,0,2001
9436,4,309,"Sobibor, October 14, 1943, 4PM",NYer,41040.00,2,"$7,412 ",1,12-Oct,0,2001
9437,5,310,Simon Magus,IDP,40861.00,2,"$5,307 ",1,9-Mar,0,2001
9438,6,311,Last Resort,TSG,37283.00,14,"$37,283 ",14,23-Feb,0,2001
9439,7,312,Pavilion of Women,Focus,36992.00,9,"$16,368 ",9,4-May,0,2001
9440,8,313,The Body,Lions,36849.00,11,"$19,988 ",11,20-Apr,0,2001
9441,9,314,Signs and Wonders,Strand,33842.00,2,"$2,793 ",1,9-Feb,0,2001
9442,10,315,The Turandot Project,Zeit.,33504.00,3,"$7,877 ",2,10-Aug,0,2001
9443,11,316,Jump Tomorrow,IFC,33236.00,8,"$33,236 ",8,6-Jul,0,2001
9444,12,317,Band of Outsiders (Re-Issue),Rialto,28656.00,2,"$28,656 ",2,17-Aug,0,2001
9445,13,318,"South of Heaven, West of Hell",BSR,28149.00,9,"$16,666 ",9,15-Jun,0,2001
9446,14,319,A Song for Martin,First,27983.00,2,"$5,755 ",2,21-Dec,0,2001
9447,15,320,King of the Jungle,Urb.,27841.00,4,"$11,652 ",1,9-Nov,0,2001
9448,16,321,Maze,And.,26041.00,22,"$16,974 ",22,9-Nov,0,2001
9449,17,322,Spriggan,ADV,25824.00,5,"$7,420 ",5,12-Oct,0,2001
9450,18,323,Werckmeister Harmonies,Men.,25461.00,1,"$4,852 ",1,5-Oct,0,2001
9451,19,324,Shadow Glories,Hmz,24997.00,,,,28-Sep,0,2001
9452,20,325,Maybe Baby,USA,20501.00,2,"$8,351 ",2,24-Aug,0,2001
9453,21,326,Behind the Sun,Mira.,19861.00,2,"$4,671 ",1,12-Dec,0,2001
9454,22,327,The Simian Line,Gabri.,19823.00,,,,16-Nov,0,2001
9455,23,328,Better Than Sex,IDP,19521.00,7,"$19,521 ",7,26-Oct,0,2001
9456,24,329,The King is Alive,IFC,17929.00,6,"$17,929 ",6,11-May,0,2001
9457,25,330,Speedway Junky,Reg.,17246.00,1,"$6,900 ",1,31-Aug,0,2001
9458,26,331,A Real Young Girl,CinV,17245.00,,,,1-Jun,0,2001
9459,27,332,Fast Food Fast Women,Lot47,17131.00,2,"$17,131 ",2,18-May,0,2001
9460,28,333,Eban and Charley,Pict.,16918.00,1,"$10,400 ",1,14-Dec,0,2001
9461,29,334,Born Romantic,UA,15545.00,7,"$8,477 ",7,28-Sep,0,2001
9462,30,335,Nora,And.,15120.00,8,"$12,297 ",8,4-May,0,2001
9463,31,336,Two Ninas,Castle,14725.00,6,"$10,976 ",6,26-Jan,0,2001
9464,32,337,Children Underground,Cmx.,12798.00,1,"$3,075 ",1,19-Sep,0,2001
9465,33,338,New York in the 50's,Avat.,11882.00,1,"$4,552 ",1,9-Feb,0,2001
9466,34,339,My Voyage to Italy,Mira.,11683.00,1,"$7,117 ",1,24-Oct,0,2001
9467,35,340,Time and Tide,Sony,10770.00,1,"$10,770 ",1,4-May,0,2001
9468,36,341,A Matter of Taste,Att.,10720.00,1,"$9,144 ",1,31-Aug,0,2001
9469,37,342,The Young Girl and the Monsoon,AL,9186.00,,,,4-May,0,2001
9470,38,343,Bounce: Behind the Velvet Rope,AL,8779.00,1,"$7,502 ",1,7-Sep,0,2001
9471,39,344,Bloody Angels,USA,6509.00,,,,25-May,0,2001
9472,40,345,Scottsboro: An American Tragedy,SMP,6123.00,1,"$2,991 ",1,19-Jan,0,2001
9473,41,346,Bad Blood (re-issue),Wells,5812.00,,,,27-Apr,0,2001
9474,42,347,Lakeboat,Pan.,5159.00,,,,13-Apr,0,2001
9475,43,348,Pandaemonium,USA,5151.00,1,"$2,542 ",1,29-Jun,0,2001
9476,44,349,Everything Put Together,Vita.,2963.00,,,,2-Nov,0,2001
9477,45,350,Lush,Men.,2763.00,1,"$2,349 ",1,28-Dec,0,2001
9478,46,351,Rat,Focus,2630.00,1,"$1,815 ",1,27-Apr,0,2001
9479,47,352,Ginger Snaps,CinV,2554.00,1,"$1,430 ",1,26-Oct,0,2001
9480,48,353,Whatever Happened to Harold Smith?,USA,2543.00,1,$857 ,1,15-Jun,0,2001
9481,49,354,"Love, Honor and Obey",Key.,1400.00,1,"$1,143 ",1,9-Feb,0,2001
9482,0,305,Alias Betty,Wells,208400.00,8,"$23,929 ",4,13-Sep,27-Mar,2002
9483,1,306,The Chateau,IFC,202272.00,8,"$15,968 ",2,9-Aug,24-Nov,2002
9484,2,307,All or Nothing,UA,201546.00,16,"$25,890 ",7,25-Oct,-,2002
9485,3,308,What Time Is It There?,Wells,195760.00,4,"$27,936 ",4,11-Jan,27-Jun,2002
9486,4,309,Yamakasi,Chri.,184441.00,38,"$46,248 ",38,18-Jan,-,2002
9487,5,310,Cherish,FL,179751.00,26,"$36,618 ",6,7-Jun,27-Jun,2002
9488,6,311,Andrei Tarkovsky Retrospective,Kino,177345.00,2,"$11,537 ",1,13-Sep,31-Jul,2002
9489,7,312,The Business of Fancydancing,Outr.,175710.00,6,"$12,709 ",1,10-May,10-Oct,2002
9490,8,313,Station Nord,Equin.,171400.00,46,"$42,433 ",46,8-Nov,-,2002
9491,9,314,Hybrid,Indic.,164386.00,2,"$1,008 ",1,10-May,16-Oct,2002
9492,10,315,Ziggy Stardust (Re-issue),Cow.,162547.00,5,"$6,816 ",1,10-Jul,21-Sep,2002
9493,11,316,Derrida,Zeit.,157200.00,6,"$11,473 ",1,23-Oct,20-Feb,2002
9494,12,317,Pepe le Moko (re-issue),Rialto,155895.00,2,"$6,148 ",2,1-Mar,25-Oct,2002
9495,13,318,Hansel and Gretel,Inn.,154642.00,59,"$100,477 ",59,18-Oct,31-Oct,2002
9496,14,319,Quai des Orfevres (Re-issue),Rialto,152961.00,2,"$9,632 ",1,25-Oct,-,2002
9497,15,320,Bartleby,Outr.,148479.00,9,"$14,599 ",2,24-May,29-Aug,2002
9498,16,321,How I Killed My Father,NYer,145396.00,5,"$7,480 ",3,23-Aug,22-May,2002
9499,17,322,Das Experiment,IDP,144634.00,11,"$19,857 ",4,20-Sep,31-Oct,2002
9500,18,323,Dahmer,Penin.,144008.00,5,"$16,093 ",2,21-Jun,11-Aug,2002
9501,19,324,I'm Going Home,Mile.,140872.00,6,"$12,024 ",1,14-Aug,3-Nov,2002
9502,20,325,The Wizard of Oz (2002 re-issue),WB,139905.00,,,,4-Jan,-,2002
9503,21,326,Pauline & Paulette,SPC,139789.00,12,"$13,527 ",5,15-Mar,20-Jun,2002
9504,22,327,Beauty and the Beast (2002 re-issue),Cow.,138503.00,3,"$3,708 ",1,21-Jun,20-Jul,2002
9505,23,328,Time of Favor,Kino,137340.00,5,"$19,473 ",5,18-Jan,-,2002
9506,24,329,Road,Med.,136700.00,20,"$73,636 ",17,27-Sep,17-Oct,2002
9507,25,330,The Cherry Orchard,Kino,135280.00,3,"$2,159 ",3,22-Feb,12-Dec,2002
9508,26,331,Stolen Summer,Mira.,134736.00,13,"$61,613 ",13,22-Mar,4-Apr,2002
9509,27,332,A Shot at Glory,MAC,133122.00,225,,,10-May,-,2002
9510,28,333,Naqoyqatsi,Mira.,133058.00,9,"$17,154 ",2,18-Oct,26-Nov,2002
9511,29,334,Maryam,Street.,129265.00,1,"$2,210 ",1,22-Feb,-,2002
9512,30,335,American Chai,Magic,127518.00,5,"$23,230 ",5,5-Apr,27-Jun,2002
9513,31,336,O Fantasma,Pict.,126783.00,1,"$10,953 ",1,22-Nov,13-Nov,2002
9514,32,337,Fidel,FRun,121304.00,2,"$19,320 ",2,18-Oct,8-May,2002
9515,33,338,Singin' in the Rain (Re-issue),WB,120420.00,3,"$13,643 ",1,8-Nov,5-Jan,2002
9516,34,339,Amy's Orgasm,Magic,119664.00,8,"$9,750 ",1,23-Aug,15-Sep,2002
9517,35,340,Rishtey,Eros,119537.00,28,"$71,047 ",28,6-Dec,-,2002
9518,36,341,The Komediant,NYer,119506.00,2,"$4,075 ",2,5-Apr,20-Mar,2002
9519,37,342,Home Movie,Cow.,119052.00,4,"$13,497 ",3,3-May,8-Dec,2002
9520,38,343,Lan Yu,Strand,116325.00,3,"$7,583 ",1,3-Jul,19-Jun,2002
9521,39,344,Secret Ballot,SPC,114909.00,11,"$14,609 ",5,9-Aug,17-Oct,2002
9522,40,345,The Producers (re-issue),Rialto,111866.00,3,"$6,091 ",1,7-Jun,12-Jan,2002
9523,41,346,Hometown Legend,Jenk.,111806.00,33,"$51,000 ",33,25-Jan,-,2002
9524,42,347,The Weight of Water,Lions,109130.00,27,"$45,888 ",27,1-Nov,21-Nov,2002
9525,43,348,Big Bad Love,IFC,104294.00,,,,22-Feb,9-May,2002
9526,44,349,World Traveler,Think,103863.00,19,"$16,072 ",6,19-Apr,-,2002
9527,45,350,30 Years to Life,Inn.,103540.00,6,"$3,376 ",1,7-Jun,18-Sep,2002
9528,46,351,Sade,Emp.,100544.00,2,"$16,782 ",2,26-Apr,21-Nov,2002
9529,47,352,Handcart,MPE,98666.00,14,"$14,035 ",14,11-Oct,20-Apr,2002
9530,48,353,Shiri,IDP,98452.00,7,"$29,187 ",7,8-Feb,28-Mar,2002
9531,49,354,On Guard,Emp.,97552.00,4,"$11,756 ",1,18-Oct,13-Feb,2002
9532,50,355,Wasabi,TriS,97220.00,10,"$17,560 ",5,27-Sep,-,2002
9533,51,356,Kehta Hai Dil Baar Baar,VidS,95415.00,13,"$49,387 ",12,15-Nov,-,2002
9534,52,357,Biggie and Tupac,Roxie,94874.00,6,"$5,728 ",1,20-Sep,10-Nov,2002
9535,53,358,Escaflowne: The Movie,Band.,94060.00,5,"$16,692 ",5,25-Jan,-,2002
9536,54,359,Mean Machine,ParC,92770.00,1,$133 ,1,22-Feb,27-Jun,2002
9537,55,360,The Bank,CGld,88414.00,5,"$10,380 ",2,28-Aug,6-Apr,2002
9538,56,361,Borstal Boy,Strand,87400.00,2,"$11,164 ",2,1-Mar,11-Jul,2002
9539,57,362,Invincible (2002),FL,81954.00,9,"$14,293 ",4,20-Sep,24-Oct,2002
9540,58,363,Eye See You (a.k.a. D-TOX),DEJ,79161.00,78,"$32,300 ",78,20-Sep,-,2002
9541,59,364,Baraka (re-issue),Vita.,77873.00,2,"$21,555 ",2,27-Aug,12-Sep,2002
9542,60,365,The Earth Will Swallow You,Hans.,75204.00,5,"$16,117 ",5,12-Apr,-,2002
9543,61,366,Lagaan (re-issue),SPC,73276.00,5,"$10,736 ",2,8-May,20-Jun,2002
9544,62,367,"God is Great, I'm Not",Emp.,73181.00,1,"$13,850 ",1,6-Nov,26-Jan,2002
9545,63,368,Umberto D (re-issue),Rialto,71816.00,1,,,15-Feb,-,2002
9546,64,369,Warm Water Under a Red Bridge,Cow.,71094.00,4,"$2,524 ",1,3-May,24-Apr,2002
9547,65,370,Snipes,Ruff,70569.00,43,"$14,027 ",6,4-Sep,17-Oct,2002
9548,66,371,Tosca,Avat.,69613.00,2,"$5,601 ",2,12-Jul,-,2002
9549,67,372,"Langrishe, Go Down",Castle,69338.00,1,"$10,041 ",1,17-Jul,-,2002
9550,68,373,Girls Can't Swim,Wells,69250.00,2,"$5,238 ",1,19-Apr,21-Nov,2002
9551,69,374,Beijing Bicycle,SPC,66131.00,9,"$23,251 ",6,11-Jan,-,2002
9552,70,375,Spooky House,Ent.H,65238.00,28,"$22,677 ",28,19-Apr,2-May,2002
9553,71,376,Just a Kiss,ParC,64389.00,21,"$7,239 ",5,27-Sep,28-Nov,2002
